ticker,previousClose,regularMarketOpen,bid,ask,dayLow,dayHigh,52WeekLow,52WeekHigh,volume,averageVolume,marketCap,beta,trailingPE,forwardPE,dividendYield,exDividendDate,payoutRatio,trailingAnnualDividendRate,trailingAnnualDividendYield,fiveYearAvgDividendYield,dividendRate,annualDividendRate,dividendYield,fiftyDayAverage,twoHundredDayAverage,trailingAnnualDividendRate,trailingAnnualDividendYield,averageDailyVolume10Day,averageDailyVolume3Month,fiftyTwoWeekLowChange,fiftyTwoWeekLowChangePercent,fiftyTwoWeekRange,fiftyTwoWeekHighChange,fiftyTwoWeekHighChangePercent,fiftyTwoWeekLow,fiftyTwoWeekHigh,earningsTimestamp,earningsTimestampStart,earningsTimestampEnd,trailingAnnualEps,epsTrailingTwelveMonths,epsForward,sharesOutstanding,floatShares,sharesShort,sharesShortPriorMonth,shortRatio,shortPercentOutstanding,shortPercentFloat,percentInsiders,percentInstitutions,forwardEps,pegRatio,lastSplitFactor,lastSplitDate,enterpriseToRevenue,enterpriseToEbitda,52WeekChange,SandP52WeekChange,lastDividendValue,lastCapGain,annualHoldingsTurnover,enterpriseValue,priceToSalesTrailing12Months,priceToBook,mostRecentQuarter,netIncomeToCommon,trailingEps,forwardEps,beta,enterpriseValue,priceHint,trailingAnnualDividendRate,trailingAnnualDividendYield,fiveYearAvgDividendYield,dividendRate,annualDividendRate,dividendYield,financialCurrency
CDZI,3.03,3.05,3.01,3.06,2.95,3.06,,,81942.0,202853.0,205414608.0,0.753,,-7.390244,,,,,,,,,,2.5762,2.95125,,,169720.0,,,,,,,2.12,5.31,,,,,,,67793600.0,39163690.0,5346170.0,4543882.0,28.13,,,,,-0.41,,1:25,1071705600.0,89.265,-12.996,,,,,,266187632.0,68.88484,5.5698524,1711843200.0,-32711000.0,-0.49,-0.41,0.753,266187632.0,4.0,,,,,,,USD
CDZIP,13.5,13.5,,,13.455,13.62,,,25539.0,8487.0,,0.753,,,0.16319999,1712102400.0,,,,,2.22,,0.16319999,12.85362,14.376225,,,13070.0,,,,,,,11.5,17.39,,,,,,,,39163690.0,4895.0,5271.0,1.19,,,,,,,,,329.566,-47.98,,,,,,982766080.0,,25.0,1711843200.0,-32711000.0,-0.834,,0.753,982766080.0,2.0,,,,2.22,,0.16319999,USD
CEAD,0.6502,0.72,,,0.65,0.72,,,17654.0,72217.0,5339923.0,0.675,,,,,,,,,,,,0.64986,0.611845,,,26580.0,,,,,,,0.435,0.863,,,,,,,8212740.0,6786842.0,13873.0,67379.0,0.21,,,,,,,,,-2.396,1.735,,,,,,-5901148.0,2.1681585,0.46743348,1711843200.0,-3396716.0,-0.42,,0.675,-5901148.0,4.0,,,,,,,USD
CEADW,0.0102,0.0102,,,0.0102,0.0102,,,3400.0,,,0.675,,,,,,,,,,,,,,,,,,,,,,,0.0102,0.0102,,,,,,,,6786842.0,,,,,,,,,,,,,,,,,,,,,,,-3396716.0,-1.977,,0.675,,4.0,,,,,,,USD
CECO,24.87,25.01,24.98,25.05,24.33,25.14,,,292274.0,312290.0,874435584.0,1.235,71.51429,19.708662,,1505347200.0,,,,2.55,,,,23.8652,19.62435,,,262210.0,,,,,,,11.46,26.8,,,,,,,34935500.0,28776732.0,1292760.0,1073751.0,4.15,,,,,1.27,1.82,,,1.762,17.754,,,,,,984181888.0,1.5653664,3.7741256,1711843200.0,12441000.0,0.35,1.27,1.235,984181888.0,2.0,,,2.55,,,,USD
CEFA,31.41,31.721,,,31.721,31.721,,,66.0,6720.0,,,15.191999,,,,,,,,,,,31.08222,29.125845,,,960.0,,,,,,,25.75,32.31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,
CEG,224.96,224.06,217.12,217.47,208.0,224.36,,,5471858.0,2729453.0,68484804608.0,0.753,28.966667,25.801662,0.0064999997,1716940800.0,0.1598,1.199,0.005329836,,1.41,,0.0064999997,198.2478,141.4563,1.199,0.005329836,2823740.0,,,,,,,87.14,236.3,,,,,,,315235008.0,314456220.0,3909172.0,4168675.0,1.44,,,,,8.42,1.99,,,3.329,15.631,,,,,,78266769408.0,2.912512,6.110768,1711843200.0,2409999872.0,7.5,8.42,0.753,78266769408.0,2.0,1.199,0.005329836,,1.41,,0.0064999997,USD
CELC,15.1,15.11,15.66,15.84,15.11,16.45,,,241457.0,264412.0,554597376.0,0.866,,-4.4382024,,,,,,,,,,17.4962,14.040475,,,315820.0,,,,,,,8.389,22.188,,,,,,,31230100.0,22868230.0,1875171.0,1846046.0,9.01,,,,,-3.56,-0.19,,,,-4.651,,,,,,353703456.0,,3.635527,1711843200.0,-73453152.0,-2.78,-3.56,0.866,353703456.0,2.0,,,,,,,USD
CELH,78.7,78.8,79.98,80.07,77.82,80.3504,,,3053283.0,4448219.0,18641817600.0,1.919,87.890114,55.930073,,,,,,,,,,81.5672,65.367615,,,4468250.0,,,,,,,45.03,99.62,,,,,,,233080992.0,176876078.0,15874375.0,18260172.0,3.21,,,,,1.43,2.22,1:20,1261612800.0,13.148,60.246,,,,,,18588809216.0,13.18577,55.12061,1711843200.0,215324992.0,0.91,1.43,1.919,18588809216.0,2.0,,,,,,,USD
CELU,2.98,2.98,,,2.98,3.3137,,,18472.0,62484.0,67744816.0,0.429,,-5.45614,,,,,,,,,,3.8042,3.190175,,,22000.0,,,,,,,1.59,8.9,,,,,,,21782900.0,9555373.0,627106.0,393139.0,13.81,,,,,-0.57,,,,8.187,-1.377,,,,,,121071088.0,4.5810666,1.991037,1696032000.0,-181408000.0,-10.3,-0.57,0.429,121071088.0,4.0,,,,,,,USD
CELUW,0.04,0.021,,,0.0158,0.021,,,49216.0,,,0.429,,,,,,,,,,,,,,,,,,,,,,,0.0158,0.021,,,,,,,,9555373.0,,,,,,,,,,,,,,,,,,,,,0.012804097,,-181408000.0,-0.87,,0.429,,4.0,,,,,,,USD
CELZ,4.34,4.47,,,4.3337,4.47,,,2843.0,207665.0,5864365.0,5.054,,-1.6860465,,,,,,,,,,4.81098,4.6910744,,,3320.0,,,,,,,3.93,10.2812,,,,,,,1348130.0,1318966.0,20493.0,28706.0,1.39,,,,,-2.58,,1:500,1636502400.0,-452.393,0.737,,,,,,-4071541.0,651.5961,0.57768923,1703980800.0,-5286574.0,-3.74,-2.58,5.054,-4071541.0,4.0,,,,,,,USD
CENN,1.8,1.8,1.78,1.82,1.77,1.8499,,,41867.0,165455.0,56108416.0,,,,,,,,,,,,,1.5799,9.492815,,,229680.0,,,,,,,1.0,50.01,,,,,,,30828800.0,22000353.0,760814.0,1134246.0,6.36,,,,,,,,,2.79,-1.31,,,,,,61389836.0,2.5502248,0.49849358,1711843200.0,-52471528.0,-1.72,,,61389836.0,4.0,,,,,,,USD
CENT,43.45,43.31,43.23,43.47,43.06,43.68,,,57875.0,95966.0,2594851328.0,0.663,19.572073,17.52016,,,,,,,,,,42.647,38.25431,,,80100.0,,,,,,,28.645262,47.48,,,,,,,11077600.0,61339472.0,1064442.0,1131906.0,11.89,,,,,2.48,2.55,,,1.21,11.444,,,,,,4003754496.0,0.78440773,1.9367061,1711756800.0,148378000.0,2.22,2.48,0.663,4003754496.0,2.0,,,,,,,USD
CENTA,37.32,37.51,37.28,37.43,37.03,37.67,,,299521.0,219166.0,2594850304.0,0.663,16.824324,14.94,,,,,,,,,,36.77,34.21462,,,282560.0,,,,,,,27.296,41.03,,,,,,,54723100.0,61339472.0,789336.0,845237.0,3.98,,,,,2.5,2.81,,,1.086,10.269,,,,,,3592595968.0,0.78440744,1.6648095,1711756800.0,148378000.0,2.22,2.5,0.663,3592595968.0,2.0,,,,,,,USD
CENX,19.22,19.42,18.27,18.34,18.194,19.48,,,1033488.0,1410679.0,1699200128.0,2.668,8.294118,20.142857,,1032307200.0,,,,1.84,,,,17.003,10.9004,,,1137710.0,,,,,,,5.7,19.88,,,,,,,92700496.0,52349824.0,7439639.0,7212145.0,5.06,,,,,0.91,1.06,,,0.998,26.997,,,,,,2119300096.0,0.8005654,2.8247805,1711843200.0,229100000.0,2.21,0.91,2.668,2119300096.0,2.0,,,1.84,,,,USD
CERE,40.64,40.75,28.96,52.35,40.63,41.075,,,976590.0,1147230.0,7422624768.0,1.469,,-14.550001,,,,,,,,,,42.0452,34.681324,,,1215130.0,,,,,,,19.59,43.59,,,,,,,182195008.0,77849983.0,7109524.0,7923837.0,7.39,,,,,-2.8,,,,,-14.568,,,,,,7058617856.0,,13.1292305,1711843200.0,-460468000.0,-2.73,-2.8,1.469,7058617856.0,2.0,,,,,,,USD
CERO,0.9757,0.985,0.871,0.9698,0.9107,0.985,,,54667.0,1103536.0,14007939.0,-0.056,,,,,,,,,,,,1.51274,7.46441,,,64780.0,,,,,,,0.87,12.8,,,,,,,15062300.0,7011509.0,68568.0,20589.0,0.14,,,,,,,,,,,,,,,,17654048.0,,,1703980800.0,-2536233.0,,,-0.056,17654048.0,4.0,,,,,,,USD
CEROW,0.0401,0.0321,,,0.0321,0.0358,,,12200.0,,,-0.056,,,,,,,,,,,,,,,,,,,,,,,0.0321,0.0358,,,,,,,,7011509.0,,,,,,,,,,,,,,,,,,,,,,,-2536233.0,,,-0.056,,4.0,,,,,,,USD
CERS,1.83,1.83,1.73,1.84,1.77,1.86,,,511862.0,1556100.0,330953088.0,1.308,,-25.571428,,,,,,,,,,1.8042,1.8073,,,771770.0,,,,,,,1.21,3.08,,,,,,,184890000.0,156853341.0,6013844.0,5917086.0,5.33,,,,,-0.07,,,,2.199,-20.507,,,,,,360170240.0,2.020989,6.70412,1711843200.0,-31558000.0,-0.17,-0.07,1.308,360170240.0,4.0,,,,,,,USD
CERT,16.9,16.92,16.92,16.98,16.76,17.17,,,449366.0,521780.0,2726254848.0,1.609,,32.596157,,,,,,,,,,17.0821,16.046425,,,423360.0,,,,,,,11.81,22.65,,,,,,,160840992.0,109899747.0,5671328.0,5713292.0,11.37,,,,,0.52,1.11,,,7.772,31.237,,,,,,2803207680.0,7.5584435,2.5752053,1711843200.0,-61398000.0,-0.39,0.52,1.609,2803207680.0,2.0,,,,,,,USD
CETU,10.6,10.63,,,10.59,10.63,,,7399.0,5323.0,40674180.0,,,,,,,,,,,,,10.5766,10.517,,,7260.0,,,,,,,10.22,11.53,,,,,,,3840810.0,1668823.0,120.0,160.0,0.03,,,,,,,,,,,,,,,,64709012.0,,,1711843200.0,373258.0,,,,64709012.0,2.0,,,,,,,USD
CETUR,0.2142,,,,0.2142,0.2142,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2142,0.2142,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,,,,,,,
CETUU,10.63,,,,10.6,10.6,,,,,,,,,,,,,,,,,,10.6,10.6838,,,,,,,,,,10.24,10.877,,,,,,,,1668823.0,,,,,,,,,,,,,,,,,,,64770136.0,,,1711843200.0,373258.0,,,,64770136.0,2.0,,,,,,,USD
CETUW,0.0299,0.0299,,,0.0302,0.0302,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,0.0302,0.0302,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,,,,,,,
CETX,0.388,0.3749,0.3652,0.3746,0.3639,0.4081,,,2128141.0,1984977.0,3966916.0,2.356,,0.6770909,,1490745600.0,,,,,,,,1.97314,3.969265,,,7329210.0,,,,,,,0.25,10.58,,,,,,,10652300.0,10582728.0,95622.0,13967.0,0.05,,,,,0.55,,1:8,1560384000.0,0.459,-61.964,,,,,,30026670.0,0.06069084,0.08015497,1711843200.0,-5730577.0,-5.6,0.55,2.356,30026670.0,4.0,,,,,,,USD
CETY,1.31,1.3105,,,1.3105,1.37,,,7187.0,94139.0,57955096.0,,,,,,,,,,,,,1.39146,1.363865,,,24620.0,,,,,,,0.45,3.12,,,,,,,42929700.0,16149787.0,100297.0,132141.0,1.91,,,,,,,1:10,1358812800.0,3.688,-21.385,,,,,,59277344.0,3.6053789,12.980769,1711843200.0,-5930710.0,-0.15,,,59277344.0,4.0,,,,,,,USD
CEVA,19.65,19.78,19.83,19.96,19.46,20.02,,,163268.0,126425.0,469755424.0,1.174,,37.584908,,,,,,,,,,20.775,21.05805,,,149200.0,,,,,,,16.38,27.65,,,,,,,23582100.0,20996596.0,703504.0,794671.0,6.39,,,,,0.53,0.91,,,3.402,-30.511,,,,,,317161280.0,5.0387263,1.7905618,1711843200.0,-21186000.0,-0.9,0.53,1.174,317161280.0,2.0,,,,,,,USD
CFA,78.89,78.98,79.71,80.0,78.8256,79.7803,,,3952.0,8574.0,,,21.044596,,,,,,,,,,,79.3935,74.078,,,7200.0,,,,,,,64.615,81.575,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,
CFB,12.98,13.05,13.05,13.13,13.0,13.19,,,200110.0,155390.0,645245376.0,1.025,9.554745,8.28481,,,,,,,,,,12.928,12.2074,,,218780.0,,,,,,,9.71,15.07,,,,,,,49293000.0,42873060.0,1091819.0,1328673.0,6.45,,,,,1.58,,,,2.427,,,,,,,566372096.0,2.7654598,0.9044428,1711843200.0,68216000.0,1.37,1.58,1.025,566372096.0,2.0,,,,,,,USD
CFBK,19.23,19.5,,,19.44,19.5,,,920.0,5034.0,124146176.0,0.537,8.033058,8.756757,0.0123000005,1713312000.0,0.0992,0.24,0.012480499,5.09,0.24,,0.0123000005,18.9136,18.5654,0.24,0.012480499,1460.0,,,,,,,14.69,22.0,,,,,,,5125420.0,3659503.0,3737.0,3864.0,1.53,,,,,2.22,,181:1000,1534809600.0,0.388,,,,,,,18256192.0,2.6363037,0.779846,1711843200.0,15502000.0,2.42,2.22,0.537,18256192.0,2.0,0.24,0.012480499,5.09,0.24,,0.0123000005,USD
CFFI,43.8,43.6,43.67,43.97,43.465,44.44,,,17518.0,13250.0,147543488.0,0.4,7.238879,,0.0401,1718323200.0,0.29,1.76,0.04018265,3.37,1.76,,0.0401,42.997,53.1094,1.76,0.04018265,20710.0,,,,,,,33.51,72.0,,,,,,,3357840.0,3142903.0,117361.0,25051.0,5.76,,,,,,,2:1,900979200.0,1.877,,,,,,,217025408.0,1.2757539,0.68398684,1711843200.0,20564000.0,6.07,,0.4,217025408.0,2.0,1.76,0.04018265,3.37,1.76,,0.0401,USD
CFFN,5.18,5.21,5.16,5.22,5.15,5.225,,,662166.0,846939.0,686234816.0,0.449,,10.551021,0.065799996,1714608000.0,0.7907,0.34,0.06563707,3.79,0.34,,0.065799996,5.267,5.5221,0.34,0.06563707,640040.0,,,,,,,4.22,6.88,,,,,,,132734000.0,119834362.0,5634437.0,6274278.0,6.34,,,,,0.49,2.47,1:1,1465344000.0,-60.572,,,,,,,2571535360.0,-16.164196,0.6553429,1711843200.0,-115730000.0,-0.87,0.49,0.449,2571535360.0,2.0,0.34,0.06563707,3.79,0.34,,0.065799996,USD
CFFS,10.91,11.0,,,11.0,11.01,,,14046.0,32504.0,113183904.0,-0.011,,,,,,,,,,,,10.9072,10.81066,,,16600.0,,,,,,,9.73,11.515,,,,,,,10160100.0,1518170.0,852.0,454.0,3.11,,,,,,,,,,,,,,,,119873608.0,,,1703980800.0,2905665.0,-0.14,,-0.011,119873608.0,2.0,,,,,,,USD
CFFSU,10.6,,,,10.78,10.78,,,,,,-0.011,,,,,,,,,,,,10.78,10.74095,,,,,,,,,,10.41,11.0,,,,,,,,1518170.0,2.0,2.0,,,,,,,,,,,,,,,,,119256800.0,,,1703980800.0,2905665.0,-0.044,,-0.011,119256800.0,2.0,,,,,,,USD
CFFSW,0.0542,0.07,,,0.0503,0.07,,,13374.0,,,-0.011,,,,,,,,,,,,,,,,,,,,,,,0.0503,0.07,,,,,,,,1518170.0,,,,,,,,,,,,,,,,,,,,,14.0,,2905665.0,,,-0.011,,4.0,,,,,,,USD
CFLT,27.56,27.27,25.9,25.98,25.55,27.43,,,6573902.0,3821452.0,8254174720.0,0.933,,76.38235,,,,,,,,,,29.5942,27.808874,,,3427640.0,,,,,,,14.69,41.224,,,,,,,244658000.0,232652020.0,17977660.0,19889712.0,4.47,,,,,0.34,1.06,,,9.099,-19.429,,,,,,7459826176.0,10.067454,9.748498,1711843200.0,-383158016.0,-1.25,0.34,0.933,7459826176.0,2.0,,,,,,,USD
CFO,63.9232,64.09,64.62,64.84,63.78,64.675,,,21723.0,12466.0,,,18.826632,,,,,,,,,,,64.34898,61.231846,,,14690.0,,,,,,,55.776,66.19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,
CFSB,6.4,6.8641,,,6.5,6.8641,,,2210.0,2153.0,43311140.0,0.124,Infinity,,,,,,,,,,,6.94444,6.882135,,,3400.0,,,,,,,5.85,8.03,,,,,,,6632640.0,2506757.0,2840.0,3547.0,1.01,,,,,,,,,3.868,,,,,,,30671152.0,5.4616823,0.5415941,1711843200.0,-22000.0,,,0.124,30671152.0,2.0,,,,,,,USD
CG,42.61,42.8,42.94,43.08,42.28,43.405,,,2900461.0,2126093.0,15460487168.0,1.77,,9.546666,0.0326,1715558400.0,2.3276,1.4,0.032856137,3.65,1.4,,0.0326,44.6094,38.29425,1.4,0.032856137,1968490.0,,,,,,,27.13,48.52,,,,,,,359880992.0,254709021.0,19117399.0,15495280.0,9.45,,,,,4.5,0.87,,,10.694,,,,,,,23724265472.0,6.9692063,3.0437863,1711843200.0,-643500032.0,-1.78,4.5,1.77,23724265472.0,2.0,1.4,0.032856137,3.65,1.4,,0.0326,USD
CGABL,17.67,17.93,13.04,22.93,17.76,18.16,,,70986.0,23139.0,,,,,,,,,,,,,,18.72932,18.31679,,,29510.0,,,,,,,15.6,20.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,
CGBD,17.79,17.79,17.91,17.94,17.78,17.939,,,164918.0,255179.0,910244608.0,1.603,10.795181,9.382199,0.104899995,1719532800.0,1.0422,1.51,0.08487914,11.43,1.88,,0.104899995,17.0337,15.486275,1.51,0.08487914,188220.0,,,,,,,13.315,18.199,,,,,,,50794900.0,,616054.0,385476.0,1.99,,,,,1.91,4.29,,,7.589,,,,,,,1861168384.0,3.7113757,1.0501025,1711843200.0,90057000.0,1.66,1.91,1.603,1861168384.0,2.0,1.51,0.08487914,11.43,1.88,,0.104899995,USD
CGBDL,25.34,25.35,,,25.3,25.4,,,16196.0,11976.0,,,,,,,,,,,,,,25.63168,25.6609,,,23180.0,,,,,,,25.15,26.555,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,
CGC,8.59,8.75,8.48,8.54,8.355,8.84,,,5669082.0,17125331.0,869292288.0,1.85,,-10.530864,,,,,,,,,,8.9912,6.4517,,,8077060.0,,,,,,,2.755,19.2,,,,,,,76197600.0,91058113.0,10349793.0,9005685.0,0.61,,,,,-0.81,-0.95,,,3.54,-5.219,,,,,,1282233600.0,2.3997424,1.2991166,1703980800.0,-1180052992.0,-4.72,-0.81,1.85,1282233600.0,2.0,,,,,,,CAD
CGEM,22.79,22.85,23.39,23.53,22.575,23.73,,,907604.0,769344.0,1354403712.0,-0.004,,-7.6797385,,,,,,,,,,21.3184,13.97875,,,626320.0,,,,,,,7.64,30.189,,,,,,,57634200.0,37574639.0,3742326.0,1678317.0,2.85,,,,,-3.06,,,,,-5.42,,,,,,924562496.0,,2.37758,1711843200.0,-132348000.0,-3.13,-3.06,-0.004,924562496.0,2.0,,,,,,,USD
CGEN,2.19,2.17,2.15,2.19,2.11,2.285,,,293113.0,489365.0,212559312.0,2.724,,-19.727274,,,,,,,,,,2.186,1.6237,,,803560.0,,,,,,,0.53,3.03,,,,,,,89530200.0,84696458.0,1947742.0,2091875.0,6.44,,,,,-0.11,,,,4.172,-11.152,,,,,,139574704.0,6.352829,2.952381,1703980800.0,-18754000.0,-0.18,-0.11,2.724,139574704.0,4.0,,,,,,,USD
CGNT,7.62,7.63,7.58,7.65,7.37,7.63,,,150022.0,285317.0,539778624.0,1.703,,-126.666664,,,,,,,,,,7.437,6.1444,,,132710.0,,,,,,,4.0,8.53,,,,,,,71023504.0,55688972.0,550145.0,475878.0,2.13,,,,,-0.06,,,,1.644,-67.734,,,,,,515317664.0,1.7223094,2.7269466,1706659200.0,-15570000.0,-0.22,-0.06,1.703,515317664.0,2.0,,,,,,,USD
CGNX,45.47,45.48,45.45,45.55,44.465,45.8,,,1317735.0,1096731.0,7814054400.0,1.479,79.85965,39.241383,0.0066000004,1715731200.0,0.5088,0.29,0.006377831,0.45,0.3,,0.0066000004,43.1536,40.6837,0.29,0.006377831,1071360.0,,,,,,,34.28,59.51,,,,,,,171662000.0,162412904.0,5390074.0,4519949.0,5.05,,,,,1.16,20.14,2:1,1512345600.0,8.986,53.959,,,,,,7613028864.0,9.22317,5.247262,1711843200.0,99641000.0,0.57,1.16,1.479,7613028864.0,2.0,0.29,0.006377831,0.45,0.3,,0.0066000004,USD
CGO,10.4,10.51,10.48,10.53,10.2,10.51,,,38636.0,36047.0,103269584.0,1.168,21.44898,,0.0913,1715558400.0,1.9592,0.96,0.092307694,9.81,0.96,,0.0913,10.2712,9.4302,0.96,0.092307694,28090.0,,,,,,,7.9,10.93,,,,,,,9825840.0,,12440.0,9417.0,0.42,,,,,,,,,71.546,,,,,,,150264032.0,49.170116,1.1527916,1698710400.0,4802522.0,0.49,,1.168,150264032.0,2.0,0.96,0.092307694,9.81,0.96,,0.0913,USD
CGON,34.29,32.76,32.49,32.8,31.81,34.4,,,1430509.0,702144.0,2171137792.0,,,-17.238096,,,,,,,,,,35.8498,38.001797,,,760410.0,,,,,,,25.77,50.23,,,,,,,66640200.0,43679286.0,2818542.0,2801733.0,4.11,,,,,-1.89,,,,2977.796,-23.541,,,,,,1605032064.0,4028.085,,1711843200.0,-72329000.0,,-1.89,,1605032064.0,2.0,,,,,,,USD
CGTX,1.97,2.0,1.94,1.99,1.94,2.0,,,251906.0,175495.0,78114080.0,1.53,,-1.5234376,,,,,,,,,,1.9888,1.716625,,,272270.0,,,,,,,0.9,3.49,,,,,,,40058500.0,33893095.0,122455.0,220343.0,1.26,,,,,-1.28,,,,,-0.798,,,,,,44477072.0,,2.7008312,1711843200.0,-28767000.0,-0.92,-1.28,1.53,44477072.0,4.0,,,,,,,USD
CHCI,6.1,6.001,,,6.001,6.17,,,15252.0,27400.0,60619696.0,0.712,7.8101263,,,,,,,,,,,6.5136,4.99625,,,21030.0,,,,,,,3.47,8.56,,,,,,,9604660.0,3076670.0,7244.0,11641.0,0.15,,,,,,,1:7,1443398400.0,1.138,5.574,,,,,,51315684.0,1.3445945,1.5984457,1711843200.0,7940000.0,0.79,,0.712,51315684.0,2.0,,,,,,,USD
CHCO,101.68,102.34,102.01,102.48,101.3,102.94,,,73930.0,57977.0,1509073920.0,0.498,12.857862,13.813514,0.027999999,1721001600.0,0.3434,2.795,0.027488198,2.94,2.86,,0.027999999,102.6674,99.3466,2.795,0.027488198,46890.0,,,,,,,86.56,115.89,,,,,,,14763000.0,14418703.0,949664.0,964654.0,15.47,,,,,7.4,1.65,11:10,846633600.0,5.63,,,,,,,1632559360.0,5.2044387,2.221208,1711843200.0,118464000.0,7.95,7.4,0.498,1632559360.0,2.0,2.795,0.027488198,2.94,2.86,,0.027999999,USD
CHDN,128.09,128.77,129.34,129.93,126.7,130.315,,,760923.0,504958.0,9542751232.0,0.986,28.650442,16.86198,0.0029,1701302400.0,0.0845,0.382,0.0029822781,0.34,0.38,,0.0029,127.8462,121.8475,0.382,0.0029822781,458260.0,,,,,,,106.45,141.89,,,,,,,73504896.0,66675594.0,1869566.0,1989280.0,3.35,,,,,7.68,11.78,3:1,1548633600.0,5.734,18.593,,,,,,14296389632.0,3.8276649,11.511111,1711843200.0,342000000.0,4.52,7.68,0.986,14296389632.0,2.0,0.382,0.0029822781,0.34,0.38,,0.0029,USD
CHEF,38.51,38.51,39.37,39.47,37.76,39.77,,,309503.0,296003.0,1567800320.0,2.223,44.292133,23.05263,,,,,,,,,,36.2592,30.2833,,,202880.0,,,,,,,17.29,39.77,,,,,,,39771700.0,32238920.0,3457609.0,3602561.0,11.01,,,,,1.71,1.34,,,0.683,14.588,,,,,,2450238464.0,0.43688282,3.4894218,1711670400.0,35120000.0,0.89,1.71,2.223,2450238464.0,2.0,,,,,,,USD
CHEK,2.29,2.25,,,2.22,2.3,,,7715.0,254628.0,13423960.0,,,-0.8861005,,,,,,,,,,2.31398,2.66836,,,6550.0,,,,,,,1.78,4.625,,,,,,,5849220.0,4415810.0,206218.0,131055.0,11.27,,,,,-2.59,,1:12,1522800000.0,,0.642,,,,,,-11328483.0,,0.5668067,1703980800.0,-17568000.0,-3.0,-2.59,,-11328483.0,4.0,,,,,,,USD
CHI,11.23,11.25,11.35,11.39,11.185,11.37,,,92102.0,182080.0,854703680.0,1.149,,,0.1003,1715558400.0,0.2741,1.14,0.1015138,9.2,1.14,,0.1003,11.1542,10.72725,1.14,0.1015138,190270.0,,,,,,,9.7,11.61,,,,,,,75238000.0,,643230.0,303921.0,4.5,,,,,,,,,,,,,,,,,33.80608,1.2633452,1698710400.0,-9830238.0,-0.13,,1.149,,2.0,1.14,0.1015138,9.2,1.14,,0.1003,USD
CHK,89.91,90.33,90.87,90.97,90.15,91.65,,,1522059.0,1739122.0,11916194816.0,0.5,12.124,15.924693,0.0253,1715731200.0,0.38729998,2.905,0.032310087,,2.3,,0.0253,89.0682,83.7764,2.905,0.032310087,1234280.0,,,,,,,72.84,93.58,,,,,,,131048000.0,111984843.0,17738888.0,15860398.0,10.24,,,,,5.71,8.66,,,2.648,5.578,,,,,,12823236608.0,2.4604988,1.1147754,1711843200.0,1056000000.0,7.5,5.71,0.5,12823236608.0,2.0,2.905,0.032310087,,2.3,,0.0253,USD
CHKEL,71.2,76.19,76.26,77.01,76.19,76.19,,,245.0,395.0,,0.5,,,,,,,,,,,,74.1248,67.13085,,,100.0,,,,,,,56.81,78.3,,,,,,,,111984843.0,,,,,,,,,,,,,,,,,,,,,,,1056000000.0,,,0.5,,2.0,,,,,,,USD
CHKEW,87.0,78.0,,,78.0,78.0,,,17.0,58.0,,0.5,,,,,,,,,,,,80.2332,75.05588,,,30.0,,,,,,,63.14,85.72,,,,,,,,111984843.0,,,,,,,,,,,,,,,,,,,,,,,1056000000.0,,,0.5,,2.0,,,,,,,USD
CHKEZ,79.03,80.33,80.01,81.02,80.3,80.33,,,2042.0,576.0,,0.5,,,,,,,,,,,,78.0258,71.92162,,,360.0,,,,,,,60.47,82.01,,,,,,,,111984843.0,,,,,,,,,,,,,,,,,,,,,,,1056000000.0,,,0.5,,2.0,,,,,,,USD
CHKP,146.79,147.8,150.21,169.25,145.752,150.59,,,1360546.0,667333.0,16992353280.0,0.642,20.961002,14.99004,,,,,,,,,,156.4962,149.06195,,,697550.0,,,,,,,122.11,168.82,,,,,,,112906000.0,87433411.0,2459908.0,3012369.0,3.38,,,,,10.04,1.98,3:2,982022400.0,6.265,16.413,,,,,,15332750336.0,6.943306,6.1084504,1711843200.0,840099968.0,7.18,10.04,0.642,15332750336.0,2.0,,,,,,,USD
CHMG,43.2,43.19,,,43.04,43.4,,,3692.0,6700.0,206253296.0,0.208,8.314177,8.157895,0.0286,1718582400.0,0.2375,1.24,0.028703703,2.84,1.24,,0.0286,42.3416,43.34765,1.24,0.028703703,6100.0,,,,,,,36.91,51.36,,,,,,,4752380.0,2662328.0,16636.0,15214.0,2.13,,,,,5.32,,2:1,896832000.0,1.769,,,,,,,170572080.0,2.138736,1.0459596,1711843200.0,24780000.0,5.22,5.32,0.208,170572080.0,2.0,1.24,0.028703703,2.84,1.24,,0.0286,USD
